latitude,longitude
29.7375,-98.4926
35.17,-85.56
35.02,-85.71
35.24,-85.15
35.26,-85.17
35.23,-85.83
35.11,-85.69
35.26,-85.07
35.37,-85.39
35.57,-85.25
35.58,-85.2
35.26,-85.21
28.1481,-80.7341
28.101,-80.612
28.23,-80.598
33.05,-111.61
32.7041,-111.6925
32.8934,-111.4838
33.0363,-111.481
33.8499,-113.6742
33.9035,-113.589
33.8214,-113.4778
29.7198,-93.3383
39,-95.03
39.08,-94.88
39.12,-94.88
39.2,-94.82
39.18,-94.8
38.5,-94.95
38.4961,-94.9068
38.4854,-94.9162
38.4916,-94.9478
39.25,-94.9
31.25,-93.35
31.249,-93.3404
42.589,-87.809
43.046,-87.879
34.79,-101.48
34.8767,-100.2065
34.85,-100.22
34.85,-102.36
34.8,-102.32
34.82,-102.4
46.9134,-93.5919
46.9154,-93.5775
45.7301,-92.8733
45.7977,-92.7683
46.7911,-94.5
46.82,-94.5
46.82,-94.5
46.93,-94.5
47.2886,-94.3106
47.35,-94.22
47.3555,-94.2397
47.4319,-94.0991
47.4698,-94.0492
47.56,-93.66
47.73,-93.95
47.58,-93.85
47.82,-92.94
46.9,-93.67
46.98,-93.6012
47,-93.27
47,-93.27
47.41,-93.72
47.49,-94.08
47.71,-93.05
47.87,-92.87
47.6005,-93.8804
46.6891,-93.9903
47.2886,-94.3106
47.4886,-94.0909
47.4319,-94.0991
46.644,-94.7859
46.749,-94.648
34.6,-91.57
34.6119,-91.5893
34.651,-91.5539
35.5104,-92.5214
35.5636,-92.5475
41.097,-103.8467
41.55,-103.866
41.1788,-103.968
41.0428,-103.773
41.1829,-104.0511
41.1857,-104.0422
41.1481,-104.0088
41.143,-104.0156
41.07,-112.59
41.09,-112.05
40.36,-111.91
40.4,-111.85
40.47,-111.86
40.57,-111.85
41.31,-111.96
40.73,-111.77
40.78,-111.93
44.71,-69.79
34.75,-87.9
34.42,-86.26
34.68,-87.59
34.86,-86.75
34.97,-87.67
34.9549,-87.7083
34.7859,-87.7992
31.52,-99.38
33.1748,-99.181
33.1841,-99.1811
33.1839,-99.1742
33.1755,-99.1734
41.34,-93.56
41.34,-92.83
41.29,-92.64
41.01,-92.43
40.78,-94.77
41.04,-93.95
41.04,-93.95
40.68,-94.79
41.03,-92.41
41.0222,-92.423
41.0092,-92.4053
41.0288,-92.3949
41.32,-92.92
41.07,-94.37
29.37,-100.92
29.38,-100.9
29.3987,-100.8672
29.3666,-100.8572
